nýtsluland;1993 Jan;1993 Feb;1993 Mar;1993 Apr;1993 Mai;1993 Jun;1993 Jul;1993 Aug;1993 Sep;1993 Okt;1993 Nov;1993 Des;1994 Jan;1994 Feb;1994 Mar;1994 Apr;1994 Mai;1994 Jun;1994 Jul;1994 Aug;1994 Sep;1994 Okt;1994 Nov;1994 Des;1995 Jan;1995 Feb;1995 Mar;1995 Apr;1995 Mai;1995 Jun;1995 Jul;1995 Aug;1995 Sep;1995 Okt;1995 Nov;1995 Des;1996 Jan;1996 Feb;1996 Mar;1996 Apr;1996 Mai;1996 Jun;1996 Jul;1996 Aug;1996 Sep;1996 Okt;1996 Nov;1996 Des;1997 Jan;1997 Feb;1997 Mar;1997 Apr;1997 Mai;1997 Jun;1997 Jul;1997 Aug;1997 Sep;1997 Okt;1997 Nov;1997 Des;1998 Jan;1998 Feb;1998 Mar;1998 Apr;1998 Mai;1998 Jun;1998 Jul;1998 Aug;1998 Sep;1998 Okt;1998 Nov;1998 Des;1999 Jan;1999 Feb;1999 Mar;1999 Apr;1999 Mai;1999 Jun;1999 Jul;1999 Aug;1999 Sep;1999 Okt;1999 Nov;1999 Des;2000 Jan;2000 Feb;2000 Mar;2000 Apr;2000 Mai;2000 Jun;2000 Jul;2000 Aug;2000 Sep;2000 Okt;2000 Nov;2000 Des;2001 Jan;2001 Feb;2001 Mar;2001 Apr;2001 Mai;2001 Jun;2001 Jul;2001 Aug;2001 Sep;2001 Okt;2001 Nov;2001 Des;2002 Jan;2002 Feb;2002 Mar;2002 Apr;2002 Mai;2002 Jun;2002 Jul;2002 Aug;2002 Sep;2002 Okt;2002 Nov;2002 Des;2003 Jan;2003 Feb;2003 Mar;2003 Apr;2003 Mai;2003 Jun;2003 Jul;2003 Aug;2003 Sep;2003 Okt;2003 Nov;2003 Des;2004 Jan;2004 Feb;2004 Mar;2004 Apr;2004 Mai;2004 Jun;2004 Jul;2004 Aug;2004 Sep;2004 Okt;2004 Nov;2004 Des;2005 Jan;2005 Feb;2005 Mar;2005 Apr;2005 Mai;2005 Jun;2005 Jul;2005 Aug;2005 Sep;2005 Okt;2005 Nov;2005 Des;2006 Jan;2006 Feb;2006 Mar;2006 Apr;2006 Mai;2006 Jun;2006 Jul;2006 Aug;2006 Sep;2006 Okt;2006 Nov;2006 Des;2007 Jan;2007 Feb;2007 Mar;2007 Apr;2007 Mai;2007 Jun;2007 Jul;2007 Aug;2007 Sep;2007 Okt;2007 Nov;2007 Des;2008 Jan;2008 Feb;2008 Mar;2008 Apr;2008 Mai;2008 Jun;2008 Jul;2008 Aug;2008 Sep;2008 Okt;2008 Nov;2008 Des;2009 Jan;2009 Feb;2009 Mar;2009 Apr;2009 Mai;2009 Jun;2009 Jul;2009 Aug;2009 Sep;2009 Okt;2009 Nov;2009 Des;2010 Jan;2010 Feb;2010 Mar;2010 Apr;2010 Mai;2010 Jun;2010 Jul;2010 Aug;2010 Sep;2010 Okt;2010 Nov;2010 Des;2011 Jan;2011 Feb;2011 Mar;2011 Apr;2011 Mai;2011 Jun;2011 Jul;2011 Aug;2011 Sep;2011 Okt;2011 Nov;2011 Des;2012 Jan;2012 Feb;2012 Mar;2012 Apr;2012 Mai;2012 Jun;2012 Jul;2012 Aug;2012 Sep;2012 Okt;2012 Nov;2012 Des;2013 Jan;2013 Feb;2013 Mar;2013 Apr;2013 Mai;2013 Jun;2013 Jul;2013 Aug;2013 Sep;2013 Okt;2013 Nov;2013 Des;2014 Jan;2014 Feb;2014 Mar;2014 Apr;2014 Mai;2014 Jun;2014 Jul;2014 Aug;2014 Sep;2014 Okt;2014 Nov;2014 Des;2015 Jan;2015 Feb;2015 Mar;2015 Apr;2015 Mai;2015 Jun;2015 Jul;2015 Aug;2015 Sep;2015 Okt;2015 Nov;2015 Des;2016 Jan;2016 Feb;2016 Mar;2016 Apr;2016 Mai;2016 Jun;2016 Jul;2016 Aug;2016 Sep;2016 Okt;2016 Nov;2016 Des;2017 Jan;2017 Feb;2017 Mar;2017 Apr;2017 Mai;2017 Jun;2017 Jul;2017 Aug;2017 Sep;2017 Okt;2017 Nov;2017 Des;2018 Jan;2018 Feb;2018 Mar;2018 Apr;2018 Mai;2018 Jun;2018 Jul;2018 Aug;2018 Sep;2018 Okt;2018 Nov;2018 Des;2019 Jan;2019 Feb;2019 Mar;2019 Apr;2019 Mai;2019 Jun;2019 Jul;2019 Aug;2019 Sep;2019 Okt;2019 Nov;2019 Des;2020 Jan;2020 Feb;2020 Mar;2020 Apr;2020 Mai;2020 Jun;2020 Jul;2020 Aug;2020 Sep;2020 Okt;2020 Nov;2020 Des;2021 Jan;2021 Feb;2021 Mar;2021 Apr;2021 Mai;2021 Jun;2021 Jul;2021 Aug;2021 Sep;2021 Okt;2021 Nov;2021 Des;2022 Jan;2022 Feb;2022 Mar;2022 Apr;2022 Mai;2022 Jun;2022 Jul;2022 Aug;2022 Sep;2022 Okt;2022 Nov;2022 Des;2023 Jan;2023 Feb;2023 Mar;2023 Apr;2023 Mai;2023 Jun;2023 Jul;2023 Aug;2023 Sep;2023 Okt;2023 Nov
Jamaika;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;385.1;0;0;0;0;0;344.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;429.9;429.8;389.0;784.8;392.1;425.4;380.7;0;0;434.1;0;418.6;754.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;943.0;0;0;360.0;354.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;428.4;0;0;0;0;0;0;0;0;0;0;199.4;462.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;209.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Japan;33774.9;13955.6;0;0;518.9;1153.2;1698.2;475.6;0;1709.8;554.4;1278.3;0;6842.3;6141.2;2206.4;6910.0;8858.2;7266.2;2375.8;6725.2;1225.5;3552.4;3313.8;8624.4;6850.7;22903.3;5523.0;3451.6;16285.4;3976.0;1223.3;369.6;946.7;5078.7;1360.8;3811.5;9818.9;2254.1;9776.2;9079.6;14127.2;10105.6;12709.8;2797.7;6776.4;4544.7;5533.8;3365.4;8940.4;7827.7;4187.5;5409.0;3355.8;1740.2;7071.4;3173.8;513.7;4054.3;1606.5;2161.2;4076.2;6934.0;4770.3;1831.9;792.9;1390.3;6861.4;1670.3;9429.8;2815.6;1017.6;6553.7;14474.7;9162.2;5614.8;13703.0;10965.2;6039.9;2304.9;5719.7;5978.9;2696.3;1827.0;6076.5;3623.1;11385.6;1167.6;3416.3;16875.9;8307.4;1904.0;12632.3;13206.6;2155.8;3819.8;11203.0;13682.0;13780.3;9898.9;5760.0;8580.0;12359.5;1955.7;8183.6;2379.9;6800.7;12886.0;14811.2;25652.5;21822.9;9300.8;18654.3;11815.6;10378.2;6940.2;14123.7;14491.9;13992.6;8859.9;12597.6;12486.6;20016.6;19959.0;4351.4;23835.7;20644.0;7876.8;5255.5;6199.7;13169.9;12421.5;12061.8;7774.3;2578.3;3670.4;13859.3;15253.4;19856.6;15360.9;10281.0;12015.2;24306.5;8434.7;26076.3;11262.8;13627.0;9943.9;4289.1;13572.9;14074.8;7526.5;7608.5;14197.7;846.3;2786.8;7568.1;11748.4;13797.6;13943.2;14058.4;17342.7;18122.7;6370.4;7004.9;4314.4;5510.7;9315.8;16557.7;15526.8;14843.8;18352.1;13595.2;11932.1;9838.2;1597.9;4552.8;1627.6;995.1;9326.9;8823.1;3879.3;2672.5;1154.1;1901.0;3205.1;22223.5;12569.2;15566.8;18329.1;12711.4;4288.1;5009.9;3468.9;7407.3;8056.7;2312.5;4102.1;6606.0;2526.2;2487.0;2840.7;4607.5;5051.5;1926.8;2067.1;2182.3;1624.5;3100.9;7375.5;12338.8;3145.0;6255.3;10357.5;2001.2;971.6;2437.9;1085.5;2693.7;2182.1;1655.6;3240.9;99.9;9495.9;1892.6;4939.9;3311.7;2869.0;2481.8;2645.9;5217.7;2382.1;1865.6;2777.2;1859.8;4314.1;1671.0;4777.7;2641.3;2905.8;2408.6;11972.7;4769.5;779.1;1818.7;7656.7;4636.1;2644.7;5120.7;5666.1;7823.0;1972.1;1279.7;8323.0;4605.9;3251.2;3335.1;3823.5;5380.8;1756.3;2210.4;3912.7;2038.7;3367.3;1188.0;9333.6;7437.4;6788.2;2125.1;8442.7;8732.1;3553.8;3612.7;3657.8;3944.5;1746.3;1207.9;3624.0;15226.3;2984.7;1725.1;4216.3;1192.0;1597.6;1208.0;1473.8;1691.7;4025.2;4436.1;5086.5;7673.4;11000.7;5800.0;2289.2;1544.3;1258.9;2311.4;10989.6;1988.8;5648.2;760.4;3544.3;6696.1;817.8;3469.3;4104.9;2311.3;833.5;2515.9;3894.9;14831.2;7851.3;11795.2;3556.4;13219.7;7099.4;4072.7;2251.3;2902.2;870.3;4678.4;11103.8;10547.0;5997.0;17235.5;4235.4;3360.1;3310.0;2736.1;1821.0;2474.2;1432.4;1367.4;3158.7;1880.8;3416.7;2704.5;2103.4;3237.2;2671.4;6410.7;2143.6;2157.1;1212.2;338.6;2247.4;3664.8;3242.1;6512.7;2369.2;2974.3;3093.9;3283.9;0;5125.7;2756.9;1182.3;5567.9;4042.1;2953.6;548.4;6278.7;5661.8;76.1;9009.9;421.2;4351.3;2024.3;5336.3;6607.0;2623.7
Kabo Verdi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3091.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;251.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kamerun;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4115.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2248.0;0;13831.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;446.4;255.1;258.0;0;0;1074.5;254.4;94.6;272.2;0;0;0;0;0;414.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kanada;89.4;0;1075.9;322.2;67.1;33373.7;70.4;0;0;0;195.0;0;0;504.2;130.8;78.1;159.9;43.6;212.7;0;40.5;266.3;495.7;23.9;0;2113.8;4074.6;832.1;1129.0;653.0;1893.4;3032.4;2704.2;2033.5;1393.3;1866.9;308.1;1293.6;298.5;677.2;246.9;281.8;2352.9;578.4;921.0;301.5;0;364.4;595.5;1715.5;1698.5;1510.7;1945.8;4594.5;2630.6;2745.7;6124.3;3272.5;3823.1;1531.1;1456.9;694.9;1022.7;570.6;946.4;9302.5;10.6;462.7;1853.8;1996.1;6220.1;1747.7;1833.0;5577.9;3347.7;3960.5;2936.1;6973.3;6108.9;5858.6;9330.3;3732.2;2098.2;2199.6;1240.7;5444.2;4841.9;3016.6;5253.2;2105.6;8180.4;7278.5;7205.9;22423.2;12338.4;12144.5;3733.9;9502.0;8032.8;12162.7;11723.4;6764.3;9770.0;3962.8;6069.3;7984.5;5173.2;5379.1;3655.4;8177.4;11615.8;9354.6;9305.2;4009.2;2608.6;5760.1;9240.4;6379.0;5013.4;6446.6;4250.0;7964.7;4998.8;4026.8;74809.7;1646.3;906.7;1756.0;1691.3;1690.5;1681.3;2040.9;2293.7;1421.2;1325.8;1084.9;1913.6;1038.8;1731.8;669.5;1449.5;1502.4;2916.9;841.4;1316.1;1262.8;2968.0;5070.8;10431.2;2930.5;8423.5;5367.8;4648.5;8417.2;9028.9;10609.3;10295.6;9113.6;3692.8;3000.2;3582.1;1331.3;4383.0;4192.1;6579.5;3792.0;7424.2;3074.4;3932.0;5414.9;5019.3;2845.2;2989.2;3096.0;4987.1;1530.4;2943.2;1146.5;2553.5;1274.8;2146.7;1513.0;2571.2;2825.4;2929.7;2889.8;2215.3;2563.2;2893.5;4168.9;2490.5;1777.9;1735.6;3065.9;3898.8;3991.7;2932.9;5331.4;4139.6;2840.1;4251.9;2114.1;1811.7;2497.6;2522.9;4784.9;6281.6;4784.2;2930.5;3154.1;2986.0;3271.3;2855.6;2652.9;3905.7;2844.3;7383.4;1311.5;9394.1;6000.3;3961.2;4790.2;2360.3;4073.0;3678.8;3386.2;1893.0;3251.8;3385.2;3446.8;4175.3;6089.5;2953.3;4559.8;5997.4;6227.3;6238.0;3536.8;3554.4;1957.3;4027.8;4598.7;3797.5;4205.7;3403.4;3896.2;2956.5;3124.8;3262.9;2510.7;3247.2;1164.9;2323.6;1751.0;5914.5;3425.3;3399.7;2494.4;3439.2;2065.9;2885.8;2059.4;4845.5;1004.6;2707.6;3169.8;3683.2;3808.8;2853.9;2323.8;4341.4;5931.9;3178.4;3739.9;7356.2;3018.6;3493.7;9795.3;2221.5;2550.1;1954.2;2252.1;2216.2;2245.9;1445.3;1527.5;5414.5;2603.8;4771.8;3134.1;2293.2;745.0;1747.8;1361.5;2810.0;1821.8;3015.3;7036.7;2526.3;1272.8;2123.8;899.1;1917.0;1531.9;35896.8;2351.2;2309.0;1760.7;3441.6;1261.6;1451.3;700.0;757.9;3324.1;922.0;1900.8;1206.3;1392.8;1247.7;1257.0;2076.5;3123.3;407.4;5072.3;4044.6;1545.0;1707.5;2370.5;3985.6;1762.2;512.6;1694.6;2647.9;2295.4;2846.4;902.1;1593.6;704.8;1512.4;895.4;143.2;2866.8;2186.8;7969.4;12861.8;16283.5;4620.2;3664.4;6427.9;1748.9;5301.7;20400.2;42334.4;13447.9;12878.2;17915.3;13730.0;14476.7;6153.7;2269.0;2419.8;2353.1;3779.1;4373.4;11821.4;2373.6;8263.5;4600.1;6758.9;10688.9;4225.1
Kasakstan;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;494.7;580.1;0;0;0;0;0;0;0;587.4;0;0;0;0;0;0;0;0;0;0;0;2357.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;714.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;473.2;0;0;0;501.0;0;0;4027.1;793.2;0;0;0;0;0;0;0;0
Kekkia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82.1;0;0;0;0;17.1;90.4;172.6;11.6;0;0;104.7;24.4;0;0;0;64.6;0;0;32.1;0;0;0;0;2266.3;1472.0;0;0;262.7;2330.1;141.2;233.4;1060.0;388.8;221.0;307.4;289.6;635.1;450.6;434.1;497.0;420.8;350.9;687.2
Kenja;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.6;0;0;0;0;0;0;0;0;0;0;44.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;589.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kili;0;0;0;0;0;0;0;0;0;6335.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6623.6;1080.2;0;1775.0;0;69.0;0;0;0;0;0;0;0;0.5;0;1160.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6752.6;0;0;0;0;0;0;0;0;0;0;105071.4;0;0;0;0;0;0;964.6;0;0;727.2;0;0;0;0;0;0;0;0;0;0;0;137.6;0;0;11.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2753.2;0;821.9;0;0;1307.4;0;0;0;0;0;0;0;505.6;455.7;459.2;1054.8;456.2;0;470.9;0;0;0;0;0;0;0;0;0;0;0;0;0;488.9;473.4;966.1;1147.0;646.8;0;0;0;0;0;4300.1;1720.2;0;560.9;560.9;623.1;2182.6;1159.8;282.5;1596.6;3663.0;1155.0;898.2;1943.3;6646.9;559.8;1747.3;590.2;1421.8;6395.3;1908.3;297.5;2660.5;5468.7;8683.6;6439.4;2143.2;8966.2;2808.3;0;0;0;0;37.2;1410.4;8577.2;4478.8;2435.6;5503.3;0;532.8;298.9;0;4772.1;8466.0;7036.3;1807.9;6806.5;2528.6;7973.9;4447.2;3185.1;4166.5;1022.8;1754.9;2061.4;3218.4;4157.1;2283.4;6877.7;7766.3;2083.8;3391.3;7772.1;538.5;72.2;535.9;1093.4;1104.6;1299.9;7300.8;9686.6;35766.7;5636.0;3507.8;10001.7;266.9;3019.6;1373.7;4172.4;2263.0;2421.6;7677.0;18550.3;11063.4;6931.0;3958.0;14793.4;2143.4;7371.5;14278.6;3470.8;3019.0;2781.4;4657.3;7801.5;6839.4;3307.9;496.4;0;3341.3;1664.8;1281.9;1363.0;4749.6;384.5;892.0;5696.7;3553.7;401.4;1076.1;0;632.0;483.2;419.7;851.5;1863.6;2581.3;1222.3;3201.7;72599.7;2762.9;3524.6;7519.8;6.2;1073.9;0;937.4;4066.5;10393.6;10237.0;18892.8;2342.7;1890.0;6892.8;3340.1;3546.4;3807.7;3698.7;8391.1;9612.6;7931.2;9944.4;7372.9;12848.7;7573.5;14504.6;9649.6;6909.1;9704.6;11900.5;13469.7;14465.0;18184.9;19483.9;26643.6;19878.9;15462.9;13079.0;16656.0;18976.7;24346.8;21707.6;23846.4;33805.4;36022.4;34973.2;43489.0;45292.5;35403.7;34384.7;47178.7;24909.5;28288.5;32627.9;31388.6;30951.3;42152.0;39636.4;31259.2;42414.5;39542.4;31802.1;24561.6;14019.6;14735.1;18290.6;22661.7;27131.3;38970.0;38744.2;26727.1;20509.7;26697.0;29068.0;35678.9;31005.9;66310.2;46668.7;43479.5;56685.4;55348.9;41913.7;31580.4;17548.8;55664.9;63932.7;49277.4;40502.1;38605.7;28276.4;32538.8;42680.1;54732.9;58925.0;38013.7;39836.8;40841.1;36729.3;25631.7;23294.7;27517.4;54538.6;58457.1;64496.3;71336.3;77957.6;53546.4;32627.1;34874.7;66031.7;57140.2;45724.3;78272.4;68259.5;67034.7;73751.5;74239.8;52447.2;56854.7;54280.5;70875.8;137243.5;60410.7;51455.4;55586.8;6145.3;12158.3;31637.2;80991.2;28975.1;13758.2;22542.0;22452.5;21440.8;10778.3;12693.5;7481.5;20992.9;42978.3;72979.8;59689.2;40683.8;38830.2;33896.3;39489.4;29764.6;31093.0;29215.1;42896.1;50883.8;50292.9;53311.2;77171.6;52997.7;64584.9;51560.6;68220.5;40594.8;33757.3;20587.3;47614.9;33100.7;39660.2;46129.1;70194.3;48036.1;52628.3;72888.9;43172.4;23456.3;27350.5
Kirgisia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;473.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;699.3;0;693.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
